Ticker,Last,Change %,Change,Rating,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
PM,81.915,0.50920245,0.415,Buy,484906,127645733800,16.79957793,4.9296,73500,Consumer Non-Durables
C,60.4,0.43232458,0.26,Buy,4066304,125750384000,11.79076971,5.1282,200000,Finance
WFC,30.34,2.15488215,0.64,Buy,8226294,125440426600,81.26009693,0.3777,259800,Finance
SNE,102.8561,2.78415109,2.7861,Buy,296229,123442000000,14.33852502,7.1191,111700,Consumer Durables
NVO,70.15,-1.79196416,-1.28,Buy,246489,123255000000,26.32868451,2.6597,43258,Health Technology
SNY,48.3,-0.92307692,-0.45,Sell,170863,122094000000,9.95492727,4.9052,100409,Health Technology
SBUX,103.33,0.22308438,0.23,Buy,1056665,121589451500,138.18134849,0.7846,349000,Consumer Services
LOW,159.8075,-0.35696471,-0.5725,Sell,734346,117265062192,22.66578174,7.0922,320000,Retail Trade
BA,207.81,2.51085241,5.09,Neutral,5583932,117134329700,,-7.8923,161100,Electronic Technology
RY,82.105,0.28704043,0.235,Buy,107929,116805585600,13.98932415,5.87910151,86000,Finance
JD,92.29,6.90374146,5.96,Buy,7147436,116032000000,33.93822394,2.7079,227730,Retail Trade
BUD,69.79,0.02866562,0.02,Buy,265893,115013000000,,-0.3342,171915,Consumer Non-Durables
AMD,92.39,0.09750813,0.09,Buy,10549792,111454895158,126.60132523,0.7507,11400,Electronic Technology
TOT,43.14,1.79329873,0.76,Buy,720369,111405000000,,-2.1469,107776,Energy Minerals
IBM,124.8027,0.69606261,0.8627,Buy,1540582,111212824170,14.25207192,8.8954,383800,Technology Services
CHL,29.44,9.60536113,2.58,Buy,5163481,109994000000,7.31421725,3.6928,456239,Communications
MS,68.54,0.30733206,0.21,Buy,2085355,108244574000,11.527431,6.0095,60431,Finance
BLK,706.8,-0.56554402,-4.02,Buy,73847,107904582720,23.92064687,30.4166,16200,Finance
HSBC,25.58,-0.62160062,-0.16,Sell,660277,105545000000,,-0.5476,235000,Finance
HSBC/PA,25.11,-0.07958615,-0.02,Sell,10506,104783108185.18095,,-0.10691454,235000,Finance
RTX,68.86,0.62837937,0.43,Sell,657842,104563872000,,-1.1412,243200,Electronic Technology
NOW,528.59,0.33407361,1.76,Buy,298535,103473236000,155.77031922,3.7004,10371,Technology Services
TD,56.41,0.26661927,0.15,Buy,349255,102363528000,11.71422897,4.82063974,,Finance
INTU,371.105,-0.16007533,-0.595,Buy,209583,101843714980,51.00095329,7.5241,10600,Technology Services
SQ,223.243,0.94185205,2.083,Buy,2117511,100838493477,356.37792697,0.7215,3835,Technology Services
ZM,351.7,-2.30012778,-8.28,Sell,1438480,100710371923,235.55865922,1.5054,2532,Technology Services
CAT,184.4704,1.27389514,2.3204,Strong Buy,672142,100315305990,30.25898301,6.0699,102300,Producer Manufacturing
AMT,221.3099,0.77864299,1.7099,Sell,339393,99708100000,53.01244656,4.2596,5454,Finance
MMM,171.29,-0.33746436,-0.58,Sell,300636,98901900120,20.48640413,8.6025,96163,Producer Manufacturing
LMT,347.53,0.83855617,2.89,Sell,390081,97224940000,15.29736741,23.318,110000,Electronic Technology
UBER,51.965,1.61321862,0.825,Buy,3146777,96275206650,,-3.9848,26900,Technology Services
BHP,68.46,1.6481069,1.11,Buy,931682,96233400000,20.83080945,3.1441,,Non-Energy Minerals
AXP,117.81,-0.1948492,-0.23,Buy,287939,94985653930,29.87128493,4.0552,64500,Finance
SCHW,52.58,-0.34116755,-0.18,Buy,956806,94641078600,24.55896652,2.1713,19700,Finance
ISRG,802.463,0.307875,2.463,Buy,87703,94403718300,93.21908365,9.0405,7326,Health Technology
RIO,77.83,0.56854891,0.44,Buy,571169,93721700000,17.01386533,4.4607,46007,Non-Energy Minerals
DEO,160.61,0.51317354,0.82,Buy,144579,93346500000,53.5238159,3.0022,27788,Consumer Non-Durables
GE,10.615,1.07887294,0.1133,Buy,19623126,93004415777,25.83114088,0.4188,205000,Electronic Technology
EL,256.155,0.45688066,1.165,Buy,223868,92637886828,161.77829099,1.6928,48000,Consumer Non-Durables
GS,267.44,0.92075472,2.44,Buy,832524,92107003600,15.28214296,17.5319,38300,Finance
GSK,37.4,-0.9009009,-0.34,Buy,954023,91643600000,11.42857143,3.2545,99437,Health Technology
CVS,69.6838,-0.43749107,-0.3062,Buy,1708492,91275399049,11.27676788,6.0831,290000,Retail Trade
SYK,240.795,0.74261568,1.775,Strong Buy,187274,90546841450,53.06078257,4.6837,40000,Health Technology
BKNG,2179.71,0.72224687,15.63,Buy,35836,89269805079,67.07412192,33.6041,26400,Consumer Services
TGT,176.51,-0.63052412,-1.12,Buy,654916,88491596830,23.38889183,7.6193,368000,Retail Trade
ABNB,140.27,0.80488681,1.12,Neutral,1844543,87088900000,,-1.7704,,Technology Services
MU,77.985,5.31397704,3.935,Buy,11924919,86808895600,31.19733738,2.4201,40000,Electronic Technology
VALE,17.135,-1.52298851,-0.265,Buy,7005842,85977400000,33.70876911,0.4972,71149,Non-Energy Minerals
FIS,138.18,-1.23650918,-1.73,Strong Sell,392482,85772959070,,-0.17,55000,Technology Services
BTI,37.905,0.54376658,0.205,Buy,432150,85700800000,10.75568051,3.496,59989,Consumer Non-Durables
DE,271.1,1.29278135,3.46,Buy,273310,84967835150,30.95553127,8.7767,69600,Producer Manufacturing
MELI,1670.34,1.85,30.34,Buy,142282,83570147169,,-0.083,9703,Technology Services
MDLZ,57.535,-0.66470994,-0.385,Sell,868650,82334311200,26.88523083,2.1905,80000,Consumer Non-Durables
DCUE,98.23,-0.62721295,-0.62,Sell,5241,81851100000,,,19100,Utilities
AMAT,88.37,1.72671808,1.5,Buy,1126931,80837153040,22.01305989,3.9537,24000,Producer Manufacturing
SNOW,283.7342,1.97462622,5.4942,Sell,1651664,80611054710,,-1.5164,,Technology Services
SPGI,330.98,-0.68117029,-2.27,Buy,359058,79780222410,33.37004957,10.0354,22500,Commercial Services
TJX,66.49,-0.47897021,-0.32,Buy,869624,79769857200,111.01694915,0.6226,286000,Retail Trade
ANTM,315.505,-0.96522067,-3.075,Buy,127128,78645178880,16.59817316,19.6331,70600,Health Services
CNI,109.9,0.29202409,0.32,Buy,73423,78107796000,30.62036839,3.58764739,25975,Transportation
ZTS,163.09,-0.30564215,-0.5,Strong Buy,185038,77511458120,47.11286467,3.496,10600,Health Technology
MO,40.845,0.0122429,0.005,Sell,1175389,75767597558,106.54885655,0.3853,7300,Consumer Non-Durables
FISV,112.665,0.66565404,0.745,Sell,881689,75541601650,86.67123392,1.3385,44000,Technology Services
GILD,59.94,-0.28281484,-0.17,Buy,2205296,75236870600,60.43568465,0.9848,11800,Health Technology
SNAP,50.32,1.47207098,0.73,Buy,3047487,74975939679,,-0.7468,3195,Technology Services
CI,204.55,-0.5687342,-1.17,Buy,320374,73926066210,14.59672839,14.3936,73700,Health Services
BX,62.74,-0.41269841,-0.26,Sell,308480,73807336844,60.15407462,1.0827,2905,Finance
BDX,248.9,-0.71798963,-1.8,Strong Buy,181631,72384337240,91.67246748,2.7609,72000,Health Technology
INFY,17.47,1.27536232,0.22,Buy,2261130,72200100000,29.6069869,0.5734,242371,Technology Services
ADP,167.44,-0.89962121,-1.52,Sell,180151,71935692570,29.32925983,5.7829,58000,Technology Services
PLD,96.43,0.4060808,0.39,Sell,324324,71820400000,43.9904727,2.199,1712,Finance
CL,83.67,-0.78263963,-0.66,Sell,384610,71770760370,27.30553072,3.1381,34300,Consumer Non-Durables
RDS.A,37.78,4.85706356,1.75,Buy,2549481,71753100000,,-4.2974,83000,Energy Minerals
LRCX,497.6809,4.1129869,19.6609,Buy,383478,71619995970,26.79485288,17.9925,11300,Electronic Technology
SE,203.46,3.77435479,7.4,Buy,858802,71458600000,,-2.9313,29800,Technology Services
UL,60.14,-0.64430861,-0.39,Buy,493714,70267400000,24.31322001,2.4917,149867,Consumer Non-Durables
BP,21.77,4.51272204,0.94,Buy,6663378,69925900000,,-6.4397,70100,Energy Minerals
ATVI,89.5,-0.44493882,-0.4,Buy,1225257,69132058650,32.52872758,2.8749,9200,Consumer Durables
USB,45.795,-0.70468343,-0.325,Buy,796458,69032613000,15.43328475,3.0213,69651,Finance
CCI,155.9482,0.61174194,0.9482,Sell,369060,68658300000,112.70088496,1.4192,5100,Finance
CSX,88.51,0.59097625,0.52,Sell,470348,67759065000,25.23426855,3.6009,21000,Transportation
CB,149.49,-0.16028852,-0.24,Sell,125348,67535708819,30.61196078,5.0582,33000,Finance
FDX,252.07,-0.44235554,-1.12,Sell,636098,66886690785,28.20822061,9.3125,245000,Transportation
NTES,98.44,1.75728757,1.7,Strong Buy,525514,66179399999.99999,32.83055089,2.9171,20797,Technology Services
DUK,89.59,-0.13376435,-0.12,Sell,238438,65934566810,33.4906178,2.7384,28793,Utilities
ENB,32.56,1.84548014,0.59,Buy,1076091,65829776100,44.63196417,0.72333895,11300,Industrial Services
ADSK,298.175,0.44973723,1.335,Buy,291690,65571999245,153.8429645,1.9525,10100,Technology Services
SHW,720.92,-0.35246797,-2.55,Sell,50421,65449042945,35.70223056,20.6268,61111,Process Industries
ITW,204.03,0.44306602,0.9,Buy,146923,64671366400,30.93168267,6.6219,45000,Producer Manufacturing
BNS,53.08,0.2265861,0.12,Buy,212973,64316210000,13.63140317,4.0722241,92001,Finance
CME,178.43,-0.4852203,-0.87,Sell,203526,64219745787,30.34267809,6.0143,4360,Finance
EQIX,696.745,0.60427977,4.185,Strong Sell,53689,63634700000,140.12321457,5.1319,8378,Finance
ICE,113.03,-0.23830538,-0.27,Buy,228931,63548574480,31.7463377,3.6529,5989,Finance
TFC,47.045,-0.28613819,-0.135,Buy,823592,63482970800,16.36394674,2.9558,59000,Finance
NIO,51.2993,-4.09553188,-2.1907,Buy,61155480,62987300000,,-0.9402,,Consumer Durables
SO,59.62,0.43800539,0.26,Sell,415840,62983591200,20.67166941,2.9919,27943,Utilities
PNC,148.06,-0.73080791,-1.09,Buy,195363,62716264390,8.90442445,16.7706,51918,Finance
SOLN,50.41,0.11916584,0.06,Sell,5646,62698400000,16.94316385,2.9919,27943,Utilities
RDS.B,35.9,4.72578763,1.62,Buy,1829142,62173100000,,-4.2974,83000,Energy Minerals
GPN,206.2,-0.49223048,-1.02,Buy,203488,61741249620,123.57326018,1.6847,24000,Technology Services
ECL,213.29,-0.47594606,-1.02,Sell,76069,60866864575,,-3.727,50200,Process Industries
APD,271.3,1.15585384,3.1,Buy,251113,60061223790,31.9607889,8.596,19275,Process Industries
D,73.09,-1.08269049,-0.8,Sell,417259,59738346275,,-0.1252,19100,Utilities
NSC,235.01,0.67254969,1.57,Buy,215848,59732192300,30.62102916,7.7988,,Transportation
BIDU,214.01,-1.28690037,-2.79,Buy,2703656,59111300000,22.05897316,9.9073,37779,Technology Services
VRTX,226.1156,-1.44462363,-3.3144,Sell,300989,59002622200,23.12841289,10.3685,3000,Health Technology
BAM,39,-1.14068441,-0.45,Sell,1037145,58951251436,,-0.07419053,151900,Finance
ABB,28.78,1.80403254,0.51,Buy,776486,58487600000,10.58569644,2.6421,144400,Producer Manufacturing
GM,41.08,1.40705999,0.57,Sell,5524175,58225690800,18.67683337,2.244,164000,Consumer Durables
TEAM,233.1,0.66505441,1.54,Buy,219554,58177434467,,-1.7859,4907,Technology Services
VMW,138.145,-0.38578021,-0.535,Strong Sell,131342,58030088049,37.35783726,3.7874,31000,Technology Services
SPOT,311.86,0.27652733,0.86,Buy,173666,57376236988,,-3.9856,,Technology Services
MMC,112.71,-0.70478372,-0.8,Sell,112680,57251770799,29.38443378,4.0226,76000,Finance
TAK,17.75,-1.33407449,-0.24,Sell,293974,56906200000,109.11270983,0.1681,47495,Health Technology
PGR,96.135,-1.02440029,-0.995,Buy,393418,56316959660,11.43597335,8.6828,41571,Finance
MUFG,4.4096,0.67579909,0.0296,Buy,122722,56259600000,18.80635466,0.2338,138570,Finance
BBL,55.71,1.16215725,0.64,Buy,271529,56001500000,16.9063028,3.1441,,Non-Energy Minerals
HCA,164.44,0.48887802,0.8,Buy,286173,55838642500,16.64406437,10.0476,280000,Health Services
EW,88.63,-0.32613585,-0.29,Buy,266159,55201075360,73.14785119,1.2708,13900,Health Technology
HUM,412.76,0.13828574,0.57,Buy,134724,54685948020,13.14807812,31.3993,47200,Health Services
WBK,14.93,0.20134228,0.03,Buy,6416,54593600000,34.87827715,0.4316,36849,Finance
DELL,72.545,0.07587253,0.055,Buy,350886,54420796965,23.10311131,3.2772,165000,Electronic Technology
ADI,146.69,0.45884125,0.67,Buy,159961,54258872250,45.01630253,3.3107,15900,Electronic Technology
WDAY,225.28,-1.22763942,-2.8,Sell,413925,54182400000,,-1.456,12200,Technology Services
ILMN,369.31,0.42147052,1.55,Buy,147310,53925100000,85.31131113,4.3485,7700,Health Technology
MCO,286.02,-2.04794521,-5.98,Buy,116895,53870411220,30.17832077,9.7077,11000,Commercial Services
EQNR,17.15,1.65975104,0.28,Buy,3085001,52894900000,,-1.0228,21412,Energy Minerals
SAN,3.11,1.3029316,0.04,Buy,3807379,52862000000,,-0.3903,196419,Finance
DD,71.185,1.23009101,0.865,Buy,2305468,52253909175,,-4.0786,35000,Process Industries
BEKE,60.52,5.23387237,3.01,Sell,1361399,52203100000,,-0.182,,Technology Services
SCCO,67.38,0.16352014,0.11,Buy,172778,52151504580,39.14873151,1.6634,14301,Non-Energy Minerals
UBS,14.47,1.25962211,0.18,Buy,1003228,51953495569,9.0895441,1.6277551,68601,Finance
IBN,14.83,2.70083102,0.39,Buy,1933294,51293700000,26.0290769,0.5793,99319,Finance
DG,208.57,-0.54360784,-1.14,Sell,284544,51107208600,20.78003151,10.1673,143000,Retail Trade
REGN,477.41,-1.12869155,-5.45,Sell,133263,50919021824,17.64632791,29.1118,8100,Health Technology
BSX,35.375,0.29770343,0.105,Buy,3092038,50689968000,13.77869764,2.6473,36000,Health Technology
PHG,54.91,-1.41831239,-0.79,Strong Buy,159681,50652500000,46.22790273,1.2172,80495,Health Technology
NEM,62.8152,-0.53016627,-0.3348,Buy,1546942,50450882400,18.87250268,3.1825,31600,Non-Energy Minerals
TWLO,332.23,-0.70534086,-2.36,Buy,330220,50160052857,,-2.8343,2905,Technology Services
NOC,295.88,0.37997015,1.12,Sell,122235,49307924160,20.84496251,14.672,90000,Electronic Technology
BMO,75.52,0.62624917,0.47,Buy,57279,48816290620,13.43350478,5.66640417,43360,Finance
PUK,37.5,0.08006405,0.03,Buy,58631,48663000000,,-0.5153,18125,Finance
WM,114.49,-0.29608987,-0.34,Sell,215436,48320770040,33.35879158,3.5536,44900,Industrial Services
ABEV,2.9687,-0.71237458,-0.0213,Sell,9684071,48144200000,25.67114094,0.1202,50000,Consumer Non-Durables
RELX,24.81,-0.4014452,-0.1,Buy,111836,47969100000,30.18296377,0.8305,33200,Commercial Services
HMC,27.46,-1.08069164,-0.3,Sell,163362,47931700000,20.81739783,1.3335,218674,Consumer Durables
ETN,119.219,0.39494737,0.469,Buy,197787,47527071000,35.45835547,3.4042,101000,Producer Manufacturing
MNST,89.63,-1.07064018,-0.97,Buy,827200,47372631995,41.58273381,2.2444,3529,Consumer Non-Durables
EMR,78.51,0.64094347,0.5,Sell,410646,47014835985,24.04154339,3.2631,83500,Producer Manufacturing
LULU,359.05,0.74354658,2.65,Buy,365833,46863387450,81.76628136,4.2755,19000,Retail Trade
CP,347.64,0.8148943,2.81,Buy,24319,46769337270,27.44683105,12.68021711,12694,Transportation
AON,203.56,-0.48398924,-0.99,Sell,224059,46539359120,26.3877601,7.7966,50000,Finance
DOCU,230.055,3.43734544,7.645,Buy,983351,46079579000,,-1.1864,3909,Technology Services
NXPI,163.76,1.0614663,1.72,Buy,317347,45811860000,,-0.5143,29400,Electronic Technology
DASH,143.315,2.96357497,4.125,Neutral,257363,45364517625,,,,Technology Services
COF,98.86,1.0425184,1.02,Buy,284887,45291450940,49.62847675,2.0117,51900,Finance
CRWD,203.34,1.42151728,2.85,Buy,886881,45027174346,,-0.4757,2309,Technology Services
KMB,132.02,-1.03448276,-1.38,Strong Sell,390236,44904886740,19.39799331,6.915,40000,Consumer Non-Durables
LVS,58.115,0.28472821,0.165,Buy,434907,44466247020,,-0.9941,50000,Consumer Services
VOD,16.86,-0.41346722,-0.07,Buy,701156,44222400000,16.4503893,1.0031,93000,Communications
KDP,31.34,-0.79138968,-0.25,Buy,530898,44117287500,34.90401396,0.926,25500,Consumer Non-Durables
ROP,417.25,-0.54820641,-2.3,Sell,75917,43684431600,29.02259385,15.0082,16460,Electronic Technology
COP,40.54,2.45135203,0.97,Buy,2256075,43340657400,,-1.1224,10400,Energy Minerals
GOLD,24.23,-1.58407799,-0.39,Buy,9366311,43155215100,13.39572309,1.70061763,,Non-Energy Minerals
TWTR,54.255,-0.50430955,-0.275,Buy,1774268,43115923500,,-1.575,4900,Technology Services
PTON,146.57,0.41792272,0.61,Buy,1434164,42920382925,1996.31578947,0.1574,3694,Consumer Services
EPD,19.67,1.96993261,0.38,Neutral,1330799,42915420800,9.53052785,2.0585,7300,Industrial Services
MRNA,108.1599,-3.19529222,-3.5701,Sell,5081965,42741388949,,-1.622,830,Health Technology
CTSH,79.66,0.30219088,0.24,Buy,207023,42618907315,29.40283588,2.7023,292500,Technology Services
PINS,68.48,0.60232114,0.41,Sell,2626587,42384161908,,-0.6363,2217,Technology Services
IDXX,495.48,0.75441772,3.71,Strong Buy,37246,42359239411,85.70557172,5.8266,9200,Health Technology
ROKU,332.32,4.53601762,14.42,Buy,1738947,42205848423,,-0.8358,1650,Consumer Durables
STZ.B,219.33,-0.8588347,-1.9,Buy,232,41995649827,49.64543782,5.1776,9000,Consumer Non-Durables
ALGN,532.565,1.15963226,6.105,Buy,39924,41989217882,23.94371322,22.1125,14530,Health Technology
SMFG,6.11,0.16393443,0.01,Buy,113014,41798100000,8.30157866,0.735,86443,Finance
PBR,11.2,0.0893655,0.01,Buy,6412375,41788100000,,-1.4842,57983,Energy Minerals
ROST,117.41,0.29042453,0.34,Buy,257008,41787984280,139.03800475,0.8546,92500,Retail Trade
GD,145.405,-0.36658901,-0.535,Sell,159936,41727163660,13.23934974,11.0722,102900,Electronic Technology
VEEV,275.32,0.38649457,1.06,Buy,211254,41702280362,127.16614508,2.2878,3501,Technology Services
MET,46.22,0.30381944,0.14,Sell,674111,41599422566,7.56414255,6.1311,49000,Finance
NGG,59.04,-1.13864702,-0.68,Buy,77571,41561800000,22.23352166,2.6603,23069,Utilities
STZ,215.8,-0.43369936,-0.94,Buy,137657,41300604877,44.24001293,5.7529,9000,Consumer Non-Durables
KHC,33.5575,-1.96465089,-0.6725,Sell,1600567,41128936800,,-0.4034,37000,Consumer Non-Durables
KLAC,264.57,1.62870203,4.24,Buy,171200,41104415000,31.49833329,8.282,10600,Electronic Technology
CEO,91,3.64464692,3.2,Sell,729995,40919400000,6.9878085,13.116,18703,Energy Minerals
PLTR,23.4199,0.21352161,0.0499,Sell,8890118,40885746910,,,2391,Technology Services
BAX,79.74,-0.47428857,-0.38,Buy,157940,40773492760,45.56501988,1.7894,50000,Health Technology
MAR,125.01,0.19235393,0.24,Sell,303629,40609609720,250.60790274,0.5348,174000,Consumer Services
AEP,81.68,0.17169487,0.14,Sell,463632,40557544950,21.57701078,3.8714,17408,Utilities
TRI,81.38,0.59332509,0.48,Buy,60769,40500203460,21.89530556,3.75377129,24400,Commercial Services
PSA,217.43,-1.25794732,-2.77,Sell,192100,40371600000,35.57421243,6.4971,5900,Finance
EA,139.29,-0.15769479,-0.22,Buy,413418,40317802230,31.07265357,4.5338,9800,Consumer Durables
DOW,54.39,0.64766839,0.35,Buy,434061,40291968640,,-3.1657,36500,Process Industries
TEL,121.64,1.11388196,1.34,Buy,168268,40248115670,,-0.7149,82000,Electronic Technology
EXC,41.06,-0.26718484,-0.11,Sell,604410,40115520640,17.333826,2.4377,32713,Utilities
FCX,27.53,1.43699337,0.39,Buy,4904459,40041097200,,-0.0759,27500,Non-Energy Minerals
RACE,226.75,-0.1145324,-0.26,Buy,42658,39828596898,70.04634754,3.25222892,4285,Consumer Durables
BCE,43.52,1.20930233,0.52,Buy,286430,39401570960,22.66316499,1.8888265,52100,Communications
SNPS,256.81,0.8284256,2.11,Buy,112340,39300404730,60.76744568,4.3896,15036,Technology Services
U,144.5,0.29150472,0.42,Sell,548695,39270788310,,,2715,Technology Services
DLR,134.7887,-0.37053736,-0.5013,Sell,199677,39085800000,56.55734382,2.487,1550,Finance
TRP,41.53,1.68952008,0.69,Sell,250378,39059659200,11.5405183,3.54078233,7305,Industrial Services
