Ticker,Last,Change %,Change,Rating,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
ERF,3.43,7.86163522,0.25,Buy,2522694,763339640,,-3.86494479,383,Energy Minerals
BNGO,4.95,-31.25,-2.25,Buy,236533769,758270700,,-0.696,97,Health Technology
MYE,21.16,3.16918576,0.65,Buy,285423,758059116,18.61161525,1.1059,1780,Process Industries
CARA,15.15,0.53085601,0.08,Buy,324957,754956315,,-2.1195,67,Health Technology
TALO,9.28,9.30506478,0.79,Buy,1153025,754278400,,-0.152,440,Energy Minerals
GPRK,12.44,-1.26984127,-0.16,Buy,128077,753266880,,-1.8779,439,Energy Minerals
AIV,5.03,-0.59288538,-0.03,Strong Sell,4820284,753262000,4.87993056,1.2859,950,Finance
LC,9.59,0.94736842,0.09,Buy,1715041,751524100,,-1.7879,1538,Finance
GOSS,9.89,-1.78748759,-0.18,Sell,388561,750926931,,-3.5705,171,Health Technology
CRIS,8.88,-1.66112957,-0.15,Buy,2161039,750090048,,-0.8203,28,Health Technology
DMRC,48.96,3.48763475,1.65,Buy,96709,749856672,,-2.7641,216,Technology Services
RBCAA,36.18,1.40134529,0.5,Buy,12173,749512044,8.4272184,4.245,1092,Finance
AGM.A,69.72,6.85712534,4.474,Strong Buy,544,748513293,7.92051083,8.2825,103,Finance
GLT,16.87,3.62407862,0.59,Buy,137098,748484786,,-0.7558,2557,Process Industries
CCO,1.6,0.62893082,0.01,Buy,1555209,747641600,,-1.1284,5900,Commercial Services
SLRC,17.64,1.08882521,0.19,Buy,112904,745480512,,-0.1176,,Finance
SHI,22.5,5.58423275,1.19,Buy,42474,744784000,,-0.1171,8878,Process Industries
MNKD,3.2,-0.62111801,-0.02,Buy,2727123,744323200,,-0.2098,233,Health Technology
SII,30.35,0.43017869,0.13,Buy,79227,743568930,35.07678571,0.9025641,126,Finance
ATEN,9.69,1.14822547,0.11,Buy,634319,743305365,76.76282051,0.1282,810,Technology Services
BOMN,27.29,4.20007637,1.1,Strong Buy,73399,743138356,,-0.6138,138,Commercial Services
NX,22.6,2.16998192,0.48,Buy,126758,741919580,18.83996252,1.1802,3767,Producer Manufacturing
ADV,13.18,-1.12528132,-0.15,Buy,1169996,741375000,,-0.049,2,Commercial Services
APXTU,17.44,4.93381468,0.82,Buy,5687,740587000,,,,Finance
WRLD,107.68,2.65014299,2.78,Buy,48362,740076026,17.20687619,6.1666,3744,Finance
PLCE,50.66,3.51450756,1.72,Buy,363864,738982486,,-8.5217,17300,Retail Trade
CFIIU,11.88,2.3255814,0.27,Buy,83692,738396000,,,,Finance
HMST,33.85,0.71407319,0.24,Strong Buy,118018,737520415,12.45783758,2.7203,1071,Finance
VAPO,28.74,1.6985138,0.48,Buy,185218,737502888,,-2.0949,284,Health Technology
CRMT,111.3,3.7955796,4.07,Buy,43610,737323545,11.84286093,9.464,1750,Retail Trade
IDEX,2.34,13.59223301,0.28,Buy,51609216,735649200,,-0.9957,60,Technology Services
PAM,13,-0.6116208,-0.08,Sell,149278,734572000,6.90966719,1.893,,Utilities
VNDA,13.42,-1.61290323,-0.22,Strong Buy,384311,733962614,38.80512091,0.3567,284,Health Technology
PLAB,11.18,1.91431176,0.21,Buy,322005,733658432,21.25145293,0.5209,,Electronic Technology
PFBC,49.09,-0.22357724,-0.11,Buy,79553,731539180,10.77576766,4.5658,279,Finance
BFS,31.5,0.83226633,0.26,Sell,60866,731016000,25.07826925,1.2462,67,Finance
VBIV,3.02,3.07167235,0.09,Sell,4732398,731000060,,-0.2071,125,Health Technology
GHIVU,13.7,-0.43604651,-0.06,Buy,8467,731000000,,,3,Finance
KNL,14.4,4.42349529,0.61,Buy,353119,729822240,40.0872093,0.3518,3734,Producer Manufacturing
MGIC,14.9,-0.93085106,-0.14,Sell,22048,729758790,30.83264633,0.4858,2642,Technology Services
HSTM,23,2.95434199,0.66,Buy,180822,728591700,43.08582449,0.5191,876,Technology Services
PRTY,6.58,4.94417863,0.31,Buy,3168723,728050680,,-7.8224,18300,Retail Trade
CIR,36.38,3.05949008,1.08,Sell,106000,727530878,,-7.4432,4000,Producer Manufacturing
AMRX,4.92,0.81967213,0.04,Buy,1074348,726329760,11.93154034,0.4131,5500,Health Technology
UEIC,52.77,3.53148911,1.8,Buy,53243,725571669,21.6423931,2.4009,4347,Consumer Durables
AMEH,19.66,2.12987013,0.41,Buy,678446,723289434,20.80181543,0.9587,555,Health Services
AXGN,18,2.79840091,0.49,Buy,231865,722273400,,-0.625,394,Health Technology
MITK,16.96,2.97510625,0.49,Buy,689965,721178208,90.14778325,0.188,360,Technology Services
NTUS,21.29,3.29936924,0.68,Buy,137817,721041204,,-0.5489,1484,Health Technology
ADTN,14.99,1.76510523,0.26,Buy,233689,718863438,,-0.3421,1790,Electronic Technology
BCOR,14.96,-0.26666667,-0.04,Buy,374860,718733752,,-5.7432,690,Technology Services
VFF,10.87,6.77799607,0.69,Buy,2035860,718070026,,-0.05195583,1000,Process Industries
ATNI,45.16,1.3464991,0.6,Sell,76929,717976260,,-0.209,1700,Communications
ARCH,47.3,5.98252297,2.67,Buy,560673,716467290,,-18.1349,3700,Energy Minerals
PLYA,5.31,-2.56880734,-0.14,Buy,1000440,714492360,,-1.5679,,Consumer Services
CFII,11.23,2.93308891,0.32,Buy,695347,714228000,,,,Finance
VVI,34.94,2.25343869,0.77,Buy,98978,713768296,,-16.3599,5361,Commercial Services
VXRT,6.52,3.00157978,0.19,Sell,5538890,713737880,,-0.3509,14,Health Technology
WPRT,5.19,4.63709677,0.23,Buy,1911765,712005720,,-0.07943103,1294,Producer Manufacturing
LE,21.8,3.85898047,0.81,Buy,187353,710850040,42.16552832,0.5063,5100,Retail Trade
HLIT,7.27,0,0,Buy,353410,710626506,,-0.3829,1172,Electronic Technology
BOOM,48,8.3032491,3.68,Buy,165541,709137600,,-0.4216,741,Producer Manufacturing
NWLI,200.29,-1.86673199,-3.81,Sell,5690,708229446,7.60412359,26.8407,287,Finance
SQZ,28.65,2.32142857,0.65,Buy,29646,708142050,,,,Health Technology
LCYAU,11,0.18214936,0.02,Buy,31871,706838000,,,,Finance
ECHO,26.53,0.37835793,0.1,Sell,143018,705910240,112.13406873,0.2415,2539,Transportation
BCOV,17.71,-1.55642023,-0.28,Buy,400430,704957176,,-0.3739,610,Technology Services
MERC,10.7,4.28849903,0.44,Buy,491740,704788670,,-1.1729,2325,Process Industries
ABTX,34.35,1.14840989,0.39,Buy,95303,702371625,16.10470906,2.1259,588,Finance
AMBC,15.33,3.44129555,0.51,Sell,215869,702253503,,-11.5776,104,Finance
WINA,187,-0.53191489,-1,Buy,7340,699436100,24.39435816,8.0346,98,Finance
ALBO,36.64,-0.9194159,-0.34,Sell,160621,698988608,,-6.1533,55,Health Technology
GOGL,4.86,1.67364017,0.08,Strong Buy,517830,696331080,,-0.8512,37,Transportation
CMBM,24.6,4.50297366,1.06,Sell,251658,695756880,88.06584362,0.2732,533,Electronic Technology
VREX,17.64,3.82577987,0.65,Strong Buy,1055651,690987024,,-1.4634,2000,Health Technology
IMTX,10.97,-0.27272727,-0.03,Buy,74652,690107342,,-4.0634,227,Health Technology
AGX,43.98,-0.45269353,-0.2,Sell,87173,690046200,99.54934655,0.4527,1154,Industrial Services
WTRE,34.69,0.11544012,0.04,Buy,65975,689880030,,-0.7812,11,Finance
FHTX,19.26,1.04931794,0.2,Sell,34493,689769936,,,85,Health Technology
PETS,33.96,3.41047503,1.12,Buy,429160,688440516,21.93574244,1.5007,214,Retail Trade
SCSC,27.08,1.38524897,0.37,Buy,157910,688119048,,-8.5182,2200,Distribution Services
ARR,10.62,0.09425071,0.01,Sell,701798,686787000,,-3.53,23,Finance
HLX,4.57,7.78301887,0.33,Buy,4195953,686235770,27.28442728,0.1575,1650,Industrial Services
NCBS,67.81,0.50392767,0.34,Buy,18798,683904536,13.07811591,5.2688,575,Finance
HBNC,15.56,0.84251458,0.13,Buy,111927,682782136,10.50803596,1.4708,839,Finance
KDMN,3.98,-2.92682927,-0.12,Strong Sell,2494691,682621740,,-0.5926,115,Health Technology
LOMA,5.68,-0.6993007,-0.04,Sell,405483,681855000,5.65049886,1.0123,,Non-Energy Minerals
COWN,25.64,0.23455825,0.06,Buy,287482,681218904,6.1585131,4.3942,1325,Finance
CLCT,75.35,-0.05305743,-0.04,Buy,286598,680117389,52.19106957,1.4586,515,Consumer Services
EH,25.5,20.05649718,4.26,Buy,2293967,680047000,,-0.1616,240,Technology Services
LOCO,18.595,2.11422295,0.385,Buy,270883,677726387,28.83610451,0.6428,5005,Consumer Services
GSBC,48.92,0.59633971,0.29,Buy,27249,677263156,11.66354871,4.1964,1191,Finance
USAT,10.37,-2.53759398,-0.27,Buy,100331,676710942,,-0.5669,147,Electronic Technology
GTHX,17.78,-1.60486995,-0.29,Sell,928907,676456102,,-2.8998,104,Health Technology
RUBY,8.35,1.58150852,0.13,Buy,330929,675714565,,-2.1383,223,Health Technology
FANH,12.61,0.23847377,0.03,Sell,116956,675478000,,-0.008,4746,Finance
USCR,40.5,2.01511335,0.8,Strong Buy,217128,675365850,21.34064398,1.8617,1791,Non-Energy Minerals
CLDX,17.06,-10.68062827,-2.04,Sell,487656,675018138,,-2.2224,130,Health Technology
CURI,16.74,1.94884287,0.32,Buy,1334270,672860952,,-0.0181,2,Consumer Services
AOSL,26.34,7.55410372,1.85,Buy,455661,671338116,421.51462995,0.0721,3978,Electronic Technology
CYD,16.43,-0.24286582,-0.04,Sell,19377,671301869,8.39192907,1.9626,8852,Producer Manufacturing
TGI,12.88,9.71039182,1.14,Buy,1250739,671185816,,-7.7158,9989,Electronic Technology
MGTX,15.46,-0.4507405,-0.07,Buy,101497,671152612,,-1.4374,157,Health Technology
GHIV,12.63,-2.47104247,-0.32,Buy,5182359,670968750,,-0.0922,3,Finance
APXT,15,1.07816712,0.16,Buy,1619864,668400000,488.15789474,0.0304,2,Finance
RPT,8.33,0.12019231,0.01,Buy,368107,666873000,12.12297829,0.7669,104,Finance
AWH,6.4,1.42630745,0.09,Buy,561179,666150400,,-0.1535,53,Health Technology
TPC,13.1,2.50391236,0.32,Sell,223500,665836320,,-0.2735,9100,Industrial Services
TBI,18.77,2.0663404,0.38,Sell,166217,665824456,,-3.7879,6200,Commercial Services
COLL,19.245,-3.09667674,-0.615,Buy,239025,665536364,39.81555734,0.5084,255,Health Technology
CLW,40.13,4.31505069,1.66,Strong Buy,224852,665082516,11.37425344,3.4066,3290,Process Industries
VERU,9.49,17.88819876,1.44,Buy,11719017,665016495,,-0.2779,339,Health Technology
OBNK,28.18,2.13845596,0.59,Buy,52022,662415988,20.50386445,1.3548,751,Finance
CTBI,37.16,1.33624216,0.49,Buy,46619,661834464,10.90654928,3.3641,1000,Finance
SP,28.66,2.57695061,0.72,Buy,84267,661713544,,-7.82,23900,Commercial Services
AAN,19.57,4.04040404,0.76,Buy,528370,661045245,,,10100000,Retail Trade
SFT,8.05,-3.12876053,-0.26,Sell,1302414,660961350,,-0.1213,3,Finance
RMAX,35.59,1.88949327,0.66,Buy,98396,660450748,50.46229413,0.6961,500,Finance
LPG,12.95,1.09289617,0.14,Buy,648931,658920605,8.72437513,1.4718,585,Transportation
USLM,116.8,1.38888889,1.6,Buy,12015,657672768,25.00596931,4.6153,282,Non-Energy Minerals
NFBK,12.38,1.30932897,0.16,Buy,176821,657657788,17.18464351,0.7136,380,Finance
LORL,21.25,3.65853659,0.75,Buy,240147,657319301,64.70959596,0.3285,19,Communications
ANAB,23.98,2.65410959,0.62,Buy,260448,655800244,,-2.7093,89,Health Technology
FBMS,30.61,0.52545156,0.16,Buy,59325,655234599,12.54428607,2.4422,697,Finance
AVID,14.82,1.64609053,0.24,Buy,428503,655164042,33.38676437,0.4452,1429,Technology Services
STNG,11.28,-1.91304348,-0.22,Strong Sell,993594,654241128,3.72880257,3.3507,22,Transportation
EGRX,50.02,2.79490341,1.36,Strong Buy,184113,651765602,137.30248307,0.3665,108,Health Technology
GSAT,0.39,14.23550088,0.0486,Strong Buy,6421350,651459900,,-0.0803,336,Communications
RC,11.72,-1.92468619,-0.23,Sell,423592,650876000,17.11789142,0.6998,,Finance
UTL,43.33,-0.16129032,-0.07,Buy,42588,650257643,21.59956204,2.0095,513,Utilities
TRST,6.74,1.5060241,0.1,Buy,373538,649956398,12.21486387,0.5437,,Finance
AKUS,18.9,-2.72774061,-0.53,Strong Sell,42712,649833030,,,54,Health Technology
TCPC,11.24,0.98831986,0.11,Sell,220051,649304452,27.57680872,0.4036,,Miscellaneous
ODT,20.21,-7.03771849,-1.53,Buy,1426210,649286670,,-3.9145,152,Health Technology
CAPL,17.1,0.35211268,0.06,Buy,45815,647542800,6.05049178,2.8165,,Distribution Services
MOD,12.66,4.02629417,0.49,Buy,356038,647528616,,-0.1093,11300,Producer Manufacturing
FI,2.86,5.14705882,0.14,Buy,1007085,647272340,,-1.4012,3100,Industrial Services
LBAI,12.8,1.34600158,0.17,Buy,134007,646000640,11.25066809,1.1254,692,Finance
AMTB,15.31,1.66002656,0.25,Buy,42204,645239950,225.4491018,0.0719,829,Finance
PSTX,10.42,-4.84018265,-0.53,Sell,198034,644164400,,,149,Health Technology
QEP,2.65,7.72357724,0.19,Buy,6779468,643780400,22.73567468,0.1082,248,Energy Minerals
KOP,30.5,2.21179625,0.66,Buy,140534,642494700,7.20007721,4.2077,2120,Process Industries
SLCA,8.67,-3.34448161,-0.3,Buy,2856100,641146500,,-5.6068,2177,Non-Energy Minerals
PLSE,25.28,3.14157487,0.77,Buy,268596,640633120,,-2.2704,82,Health Technology
HONE,10.97,1.48011101,0.16,Buy,201421,640017225,18.673346,0.5789,675,Finance
EFC,14.52,-0.54794521,-0.08,Sell,343333,639213000,,-0.8469,150,Finance
SPTN,17.82,-1.10987791,-0.2,Buy,354359,639084006,9.35229396,1.9269,17200,Distribution Services
SOHU,16.54,1.84729064,0.3,Sell,319708,637724000,,-3.7393,7800,Technology Services
KODK,8.26,1.10159119,0.09,Sell,2679323,637368858,,-11.431,4922,Electronic Technology
AHH,11,0.18214936,0.02,Buy,246783,636115000,24.31355182,0.4516,169,Finance
ATRS,3.815,-1.92802057,-0.075,Buy,1273463,635853680,70.09009009,0.0576,178,Health Technology
PRTS,13.25,5.66188198,0.71,Buy,3923440,635028775,,-0.6554,843,Retail Trade
CBTX,25.55,0.98814229,0.25,Buy,38442,634776975,21.9579934,1.1558,500,Finance
ICLK,8.2,4.45859873,0.35,Buy,1267230,634045000,,-0.294,884,Commercial Services
UFCS,25.3,1.72899075,0.43,Buy,130395,633289360,,-5.0753,1185,Finance
CPAC,7.47,0.13404826,0.01,Sell,1431,633259000,56.04808415,0.1331,,Non-Energy Minerals
SLDB,7.44,-5.10204082,-0.4,Buy,585447,630716328,,-2.0824,121,Health Technology
SRDX,45.99,3.93220339,1.74,Buy,47799,629235180,557.30478589,0.084,370,Health Technology
FTIVU,11.41,0,0,Buy,92207,628577000,,,,Finance
DMTK,31.97,-0.40498442,-0.13,Buy,373415,626461741,,-2.0278,,Health Technology
GOOD,17.73,0.33955857,0.06,Strong Sell,194351,623477000,,-0.2368,70,Finance
RYI,16.34,6.93717277,1.06,Buy,550396,622838316,,-0.5866,4500,Non-Energy Minerals
DCO,53.06,1.88172043,0.98,Buy,49738,621576676,21.76984492,2.4417,2800,Electronic Technology
GDYN,12.22,-0.89213301,-0.11,Buy,173572,621506756,,-0.3409,2,Finance
QCRH,39.35,0.7166624,0.28,Buy,31867,621470290,10.7161469,3.6908,697000,Finance
BLX,15.68,0.83601286,0.13,Buy,107529,620969003,8.8101983,1.765,,Finance
NPK,88.3,1.08757871,0.95,Buy,15845,620156507,13.72284103,6.3653,919,Consumer Durables
FRLN,18,0.95344924,0.17,Buy,952,619498000,,,177,Health Technology
AERI,13.21,0.68597561,0.09,Buy,406297,618423508,,-4.194,380,Health Technology
BY,16,2.56410256,0.4,Buy,106149,617342400,14.86138897,1.0606,1001,Finance
LOVE,42.02,4.13878563,1.67,Buy,282585,616983862,,-0.1091,799,Retail Trade
BBAR,2.99,-0.99337748,-0.03,Strong Sell,304506,616744000,2.44871483,1.2333,6321,Finance
ATEX,35.22,-4.26746398,-1.57,Sell,255953,616159812,,-3.0161,59,Communications
IIIV,32.52,-0.91407678,-0.3,Buy,182077,615323928,,-0.0247,740,Technology Services
UVSP,20.99,2.44021474,0.5,Buy,142246,614316429,16.43407122,1.2489,873,Finance
SOL,14.72,15.27016445,1.95,Buy,5166085,614006000,,-0.2119,159,Electronic Technology
ASLE,14.95,-0.33333333,-0.05,Buy,90265,613640690,,-0.0168,3,Distribution Services
NLTX,14.61,3.3970276,0.48,Buy,355033,612667428,,-0.6446,36,Health Technology
ARLO,7.75,3.47129506,0.26,Buy,982870,612538300,,-0.8525,349,Consumer Durables
BMTC,30.68,0.88786583,0.27,Buy,52530,612317576,18.28842916,1.672,661,Finance
AGEN,3.22,-0.30959752,-0.01,Strong Sell,1225719,612279780,,-1.0881,328,Health Technology
CAAP,3.82,-1.54639175,-0.06,Neutral,195514,611284040,,-1.5737,6300,Transportation
ANIK,42.88,0.09337068,0.04,Buy,125749,609517760,,-0.3026,154,Health Technology
ZIOP,2.84,0.70921986,0.02,Buy,1668217,608586440,,-0.3621,73,Health Technology
PAND,20.58,-6.19872379,-1.36,Strong Buy,214943,607519542,,,37,Health Technology
ARLP,4.77,2.58064516,0.12,Buy,440580,606720150,,-1.0982,3602,Energy Minerals
DFIN,18.17,4.24555364,0.74,Buy,356338,606431018,35.39805037,0.4945,2900,Commercial Services
TTCF,23.6,0.29749256,0.07,Buy,1839746,605349440,,-0.331,2,Consumer Non-Durables
GMRE,12.66,1.19904077,0.15,Sell,260126,602836000,,-0.154,,Finance
CLSK,27.57,3.41335334,0.91,Buy,1713597,602001978,,-2.7083,62,Miscellaneous
TILE,10.26,3.42741935,0.34,Buy,393652,601948044,,-1.2852,4110,Producer Manufacturing
BBDC,9.2,0.54644809,0.05,Buy,245671,600908120,,-0.0449,,Finance
RMR,36.65,-0.0545405,-0.02,Sell,57897,600898740,20.92797626,1.7652,600,Finance
RMO,20.86,9.21465969,1.76,Buy,7592353,599725000,1458.01526718,0.0131,5,Producer Manufacturing
CPS,35.48,7.48258104,2.47,Buy,106148,599494916,,-18.2228,28000,Producer Manufacturing
YORW,45.92,0.34965035,0.16,Sell,23078,599256000,36.61971831,1.2506,106,Utilities
IVR,3.33,0.90909091,0.03,Sell,6142880,598538000,,-10.9019,,Finance
UMH,14.47,0.83623693,0.12,Sell,233570,598531000,,-1.1837,420,Finance
PBFX,9.59,3.5637149,0.33,Buy,300178,598037195,3.95743408,2.3419,92,Industrial Services
IMXI,15.68,0.9658725,0.15,Sell,249277,596983072,20.14789829,0.7757,247,Finance
CUBI,18.87,4.02425579,0.73,Buy,149461,596316531,6.4271542,2.8492,,Finance
AEGN,19.37,3.1965903,0.6,Buy,125263,596071073,,-1.3266,4900,Industrial Services
FTIV,10.81,-1.54826958,-0.17,Buy,755727,595522900,,,,Finance
REV,11.15,-0.88888889,-0.1,Sell,138367,594588245,,-6.7413,7100,Consumer Non-Durables
IHC,40.5,0.27234464,0.11,Buy,8385,592830900,145.13115343,0.2814,455,Finance
AVRO,14.3,-1.85312286,-0.27,Sell,245329,592747870,,-3.2956,,Health Technology
FF,13.54,2.57575758,0.34,Buy,159981,592282928,5.08886233,2.5939,500,Process Industries
ISEE,6.6,-4.27846265,-0.295,Sell,420341,591145500,,-1.2741,38,Health Technology
CRDF,16.73,-5.10493477,-0.9,Sell,832690,590980558,,-1.6266,14,Health Services
ABST,12.06,2.29007634,0.27,Strong Buy,84694,590968944,53.78583504,0.23275313,499,Technology Services
ANGO,15.53,0.58290155,0.09,Buy,292835,589411643,,-4.4334,800,Health Technology
CGBD,10.45,2.15053763,0.22,Neutral,281858,588424870,,-0.0947,,Finance
UUUU,4.37,10.91370558,0.43,Buy,6103064,586847300,,-0.30866554,95,Non-Energy Minerals
NVGS,10.48,0.47938639,0.05,Buy,129943,585887544,,-0.1159,83,Transportation
SLN,22.51,-6.20833333,-1.49,Buy,256,584395668.6356746,,-0.34868649,,Health Technology
GLP,17.16,1.53846154,0.26,Buy,85381,583364496,6.49450465,2.6282,2540,Distribution Services
RSI,20.29,-1.1208577,-0.23,Buy,1560719,583337500,,,,Technology Services
DAO,28.32,9.9378882,2.56,Buy,532543,583088000,,-1.9613,,Technology Services
WIFI,13.09,3.64212193,0.46,Buy,243917,582909481,,-0.4186,411,Technology Services
NLS,19.2,3.17033853,0.59,Buy,1217482,580968960,17.23148148,1.1645,434,Consumer Durables
RUTH,16.64,0.42245021,0.07,Buy,675959,580731008,,-0.3703,5740,Consumer Services
ORBC,7.42,8.32116788,0.57,Buy,2522693,578869816,,-0.2773,786,Communications
RIGL,3.41,-1.72910663,-0.06,Buy,1768369,576225210,,-0.1647,163,Health Technology
REVG,9.06,3.78006873,0.33,Buy,250354,575094372,,-0.4879,,Consumer Durables
IPV.U,20.5,10.721037,1.985,Strong Buy,6669,575002000,629.76190476,,,Finance
ASIX,20.51,3.69059656,0.73,Buy,124611,574901453,32.25701239,0.6153,1520,Process Industries
CPE,14.46,9.62850644,1.27,Buy,4971350,574824042,,-52.0128,475,Energy Minerals
TRMD,7.71,5.04087193,0.37,Strong Buy,23626,574726530,1.86610294,3.94144382,455,Transportation
FLXN,11.65,0.25817556,0.03,Buy,400119,574520915,,-3.0948,288,Health Technology
ARDX,6.35,-1.85471406,-0.12,Sell,487963,573077975,,-1.0179,88,Health Technology
FMBH,34.24,1.1521418,0.39,Buy,28914,573054336,12.97531432,2.6155,827,Finance
CSV,31.81,2.71230223,0.84,Buy,94905,571619338,54.21918768,0.5735,2797,Consumer Services
MRC,6.95,8.42433697,0.54,Buy,360682,571561050,,-3.8666,3200,Distribution Services
HWKN,53.42,2.92870906,1.52,Strong Buy,29017,570023452,16.57035216,3.1611,656,Distribution Services
CAL,15.03,3.44115623,0.5,Buy,383804,569739204,,-9.3862,11400,Consumer Non-Durables
AMSC,24.69,5.69349315,1.33,Buy,410285,569620521,,-0.9233,242,Producer Manufacturing
DNMR,22.76,1.56180277,0.35,Buy,1569395,569000000,,,4,Process Industries
SIGA,7.35,1.23966942,0.09,Strong Buy,191764,568886325,17.97029703,0.4049,41,Health Technology
ULH,21.12,1.83220829,0.38,Sell,136003,568525056,13.82205931,1.5006,6541,Transportation
NBTX,19.18,16.24242424,2.68,Buy,85514,568039000,,-2.3409,110,Health Technology
CFB,10.87,1.58878505,0.17,Buy,165194,567368346,150.9167842,0.073,357,Finance
HSII,29.25,1.17606365,0.34,Buy,82545,566268300,,-1.6832,1780,Commercial Services
THBR,13.13,1.38996139,0.18,Buy,2502261,566231250,188.22674419,0.0688,3,Finance
SMMCU,18.5,0.0941426,0.0174,Buy,7190,565937000,,,2,Finance
CASS,39.24,2.40083507,0.92,Sell,48465,565923204,22.31669676,1.744,1122,Technology Services
DGII,19.1,1.70394036,0.32,Buy,174185,565740090,65.91786592,0.2901,656,Electronic Technology
VEC,48.66,1.10118429,0.53,Buy,45121,565653036,18.34991803,2.6635,7200,Commercial Services
AMSWA,17.34,1.40350877,0.24,Strong Buy,121499,565044483,85.45727136,0.2077,428,Technology Services
INZY,24.15,3.33761232,0.78,Buy,32450,564453120,,,,Health Technology
GDEN,20.02,3.94600208,0.76,Buy,113921,564173610,,-4.4895,8000,Consumer Services
THCB,15.89,2.98120544,0.46,Buy,2155974,563888430,225.91508053,,2,Finance
GRAY,26.85,-4.51635846,-1.27,Buy,28996,563294205,,,29,Health Technology
MIRM,19.09,5.17906336,0.94,Sell,344195,562523121,,-3.4271,33,Health Technology
TLMD,7.32,-3.68421053,-0.28,Strong Sell,377301,561984948,,,,Technology Services
TG,16.7,3.15009265,0.51,Sell,229187,559413260,,-2.3796,3000,Producer Manufacturing
CAI,31.52,3.51395731,1.07,Buy,199078,559240448,43.38842975,0.7129,218,Finance
GAN,19.92,-1.77514793,-0.36,Buy,1224702,557439288,,,136,Technology Services
IPV,17.9,9.14634146,1.5,Buy,2318337,555902400,557.82312925,,,Finance
SMTS,3.4,2.40963855,0.08,Buy,408889,553520000,26.87690909,0.12442448,1445,Non-Energy Minerals
LQDT,16.18,-0.49200492,-0.08,Buy,389701,552529202,,-0.1124,574,Consumer Services
IVA,14.67,1.80430257,0.26,Buy,64642,552424000,,,88,Health Technology
UBA,14,1.81818182,0.25,Buy,211273,550920000,62.98671553,,,Finance
BCEL,14.99,-4.94610019,-0.78,Sell,121145,550234048,,-2.8183,113,Health Technology
SWIR,15.06,4.87465181,0.7,Buy,240161,549685482,,-1.70181546,1280,Electronic Technology
SOLO,6.71,1.97568389,0.13,Buy,8373871,548313689,,-0.5659,63,Consumer Durables
DBI,7.55,5.0069541,0.36,Buy,1483507,546567905,,-5.0302,15800,Retail Trade
PROS,12.51,-1.6509434,-0.21,Sell,23689,545987691,16.04035309,0.7946,396,Finance
SCVL,38.6,4.26796326,1.58,Buy,128848,544398960,44.97630908,0.8464,5100,Retail Trade
FTHM,39.51,9.38538206,3.39,Strong Buy,104697,543764277,,-0.1051,,Technology Services
PEBO,27.56,1.24908156,0.34,Buy,46988,543519028,19.02964206,1.4397,900,Finance
TPCO,14.84,1.15882754,0.17,Buy,380027,542148236,,-0.9801,4114,Consumer Services
CURO,13.26,0.6833713,0.09,Buy,340498,542136426,5.58240081,2.4264,4000,Finance
LDL,30.55,3.62957938,1.07,Buy,122025,541755370,,-8.3399,3250,Process Industries
HTBK,9.02,2.5,0.22,Buy,956082,540433300,17.91530945,0.4974,357,Finance
CMO,5.62,0.35714286,0.02,Sell,676402,540294000,,-1.4729,14,Finance
CAC,36.22,0.72302558,0.26,Buy,38882,540279252,9.66225112,3.7391,639,Finance
BXG,7.44,-0.93209055,-0.07,Buy,24090,539283192,47.14375392,0.1593,5873,Finance
RNLX,17.53,6.8902439,1.13,Buy,231715,538583265.9248333,,-0.15370872,19,Technology Services
CDAK,28.54,4.35100548,1.19,Buy,109161,535630158,,,,Health Technology
SRG,14.21,2.52525253,0.35,Sell,621183,535616000,,-2.6469,77,Finance
TSC,17.94,3.93974508,0.68,Strong Buy,119385,535146612,12.62249525,1.4009,276,Finance
EVLO,11.58,-2.27848101,-0.27,Buy,146117,534870936,,-2.5045,98,Health Technology
RLMD,32.86,-0.36385688,-0.12,Sell,89073,533695690,,-2.9263,,Health Technology
NEW,6.16,0.65359477,0.04,Sell,376923,533255000,,-0.1177,11732,Commercial Services
APLT,23.71,7.43090168,1.64,Buy,98304,533192851,,-4.1476,11,Health Technology
DCOM,16.12,1.44745123,0.23,Buy,103417,532732148,13.08896211,1.2218,421,Finance
QIWI,10.51,1.64410058,0.17,Sell,477668,532378000.00000006,6.43715371,1.6102,,Technology Services
GPMT,9.56,-0.82987552,-0.08,Sell,440674,532177000,,-0.8333,,Finance
THFF,38.79,0.54432348,0.21,Buy,32857,531985455,10.09102323,3.8232,957,Finance
THR,16.03,3.15315315,0.49,Buy,109071,531883415,,-0.0204,1335,Producer Manufacturing
GEVO,4.31,-0.46189376,-0.02,Buy,17119660,529979150,,-1.6279,57,Process Industries
CASA,6.34,3.25732899,0.2,Buy,193310,529543428,,-0.286,997,Electronic Technology
LLNW,4.3,1.8957346,0.08,Buy,3332291,528788200,,-0.0702,610,Technology Services
RFP,6.48,0.15455951,0.01,Buy,549635,528338376,,-0.0711,6700,Process Industries
CPF,18.74,0.91545504,0.17,Buy,245837,528089452,13.35490831,1.3965,854,Finance
HVT.A,29,2.50972075,0.71,Buy,2001,525945798,14.64513123,2.0272,3425,Retail Trade
GOEV,14.09,12.72,1.59,Sell,7337016,525657744,,-0.0395,3,Consumer Durables
