Ticker,Last,Change %,Change,Rating,Volume,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
BEN,27.17,-1.62925416,-0.45,Strong Buy,8671587,13709764640,17.38528357,1.5902,11800,Finance
JCS,5.14,-0.96339114,-0.05,Strong Buy,110589,47907267.2,32.23602484,0.1686,203,Electronic Technology
VIIAU,10.66,0.9469697,0.1,Strong Buy,148268,,,,,Finance
VHAQ.U,10.48,0.38314176,0.04,Strong Buy,28505,,,,,Finance
VINCU,28,12.67605634,3.15,Strong Buy,11313,203887000,,,,Health Technology
TKAT,1.8901,1.07486631,0.0201,Strong Buy,83348,21304073.14,,-0.179,38,Technology Services
IBMN,28.18,-0.13466582,-0.038,Strong Buy,22266,,,,,Miscellaneous
INVE,8.49,1.19189511,0.1,Strong Buy,172212,152991498,,-0.416,289,Electronic Technology
RNLX,25.9,-5.6122449,-1.54,Strong Buy,247365,927800243.091288,,-0.15370872,19,Technology Services
FUBO,46.75,6.4435337,2.83,Strong Buy,58664864,3158560900,,,208,Consumer Services
ARC,2.08,-0.4784689,-0.01,Strong Buy,296070,91235040,15.69069069,0.1336,2300,Commercial Services
AESE,2.18,-9.54356846,-0.23,Strong Buy,12060553,85324110,,-2.356,146,Commercial Services
MIDD,139.36,1.90114068,2.6,Strong Buy,1369432,7750130128.000001,28.65884325,4.7759,9778,Producer Manufacturing
RRC,9.45,8.49598163,0.74,Strong Buy,9379212,2422346850,,-10.0941,655,Energy Minerals
BRX,17.57,1.15141048,0.2,Strong Buy,3272978,5149890000,32.73035613,0.532,477,Finance
HCSG,33.94,3.00455235,0.99,Strong Buy,2433674,2525950560,27.40580554,1.2037,51000,Commercial Services
IHRT,14.86,2.48275862,0.36,Strong Buy,5462082,1046388476.72,,-12.218,11400,Consumer Services
BYFC,2.2,-2.22222222,-0.05,Strong Buy,3490044,61684031.2,,-0.0048,64,Finance
DTSS,3.56,3.48837209,0.12,Strong Buy,414159,74559928,,-0.1114,58,Technology Services
DKS,70.4,2.69876003,1.85,Strong Buy,3328083,6307743763.200001,16.91757157,4.5082,41600,Retail Trade
SELF,4.08,0,0,Strong Buy,10334,38173300,,-0.0024,33,Finance
RLGY,16.48,-1.4354067,-0.24,Strong Buy,1821125,1902731360,,-2.5188,10150,Finance
NTP,7.45,7.65895954,0.53,Strong Buy,111587,431001870,,-0.3568,105,Electronic Technology
MCS,17.93,2.92766935,0.51,Strong Buy,2020050,542772093.798,,-2.5058,10500,Consumer Services
ARTNA,38.51,0.2081707,0.08,Strong Buy,35109,359720446.62,21.4047009,1.8036,239,Utilities
GTHX,21.75,3.76908397,0.79,Strong Buy,1939182,827498325,,-2.8998,104,Health Technology
FOX,32.47,-2.78443114,-0.93,Strong Buy,6830752,19331761310,12.65439115,2.649,9000,Consumer Services
BTN,2.2,-3.08370044,-0.07,Strong Buy,272584,32538880.00000001,,-0.3099,296,Consumer Services
IGN,67.2459,1.25869598,0.8359,Strong Buy,17726,,,,,Miscellaneous
BFZ,14.22,0.7082153,0.1,Strong Buy,71684,447275000,,,,Miscellaneous
CONN,14.29,3.70101597,0.51,Strong Buy,430185,417313728,,-0.9415,4425,Retail Trade
AAON,75.59,2.52271803,1.86,Strong Buy,280918,3948980339,51.20850118,1.4604,2290,Producer Manufacturing
AXON,170.04,-3.74186244,-6.61,Strong Buy,658987,10806024996,,-0.6636,1323,Electronic Technology
ULBI,6.78,3.66972477,0.24,Strong Buy,183770,107992518,22.22977566,0.2992,573,Producer Manufacturing
PRTS,17.59,-12.83448959,-2.59,Strong Buy,8414022,843030653,,-0.6554,843,Retail Trade
TRHC,62.72,5.67818029,3.37,Strong Buy,1120696,1494492160,,-2.6566,1286,Technology Services
NK,19.76,3.23928945,0.62,Strong Buy,1477632,2145876720.0000005,,-0.7502,148,Health Technology
TLRY,18.55,-2.52233316,-0.48,Strong Buy,37553370,2935667350,,-4.5518,1646,Process Industries
ARAY,5.19,0.77669903,0.04,Strong Buy,1801913,473710503.00000006,36.06442577,0.144,932,Health Technology
SUB,108.21,0.1110186,0.12,Strong Buy,190328,,,,,Miscellaneous
IGMS,96.13,-0.69214876,-0.67,Strong Buy,343449,3068643114.6499996,,-5.0682,64,Health Technology
SPHD,39.33,-0.1016002,-0.04,Strong Buy,1708209,,,,,Miscellaneous
ATCO,11.45,3.33935018,0.37,Strong Buy,969960,2817066400,12.11723535,0.9445,4400,Finance
MORF,32.46,0.27803522,0.09,Strong Buy,115927,1010320746,,,76,Health Technology
BZUN,43.03,-10.35416667,-4.97,Strong Buy,4399422,3728020000,61.7125225,0.7942,5979,Retail Trade
FLNT,5.7,-1.21317158,-0.07,Strong Buy,2152215,435108360,152.64550265,0.0379,192,Technology Services
TBLT,1.4,6.87022901,0.09,Strong Buy,10618401,56397460,,-1.3343,24,Consumer Non-Durables
KSS,47.65,5.51372896,2.49,Strong Buy,9055058,7512117800,,-1.5649,122000,Retail Trade
SWCH,17.13,1.18133491,0.2,Strong Buy,2117082,2167013520,134.15213946,0.1295,789,Technology Services
FCEL,21.57,-0.32347505,-0.07,Strong Buy,52130874,6954426840,,-0.4276,316,Electronic Technology
IMBI,5.82,1.2173913,0.07,Strong Buy,98523,75757776,,-3.4047,990,Retail Trade
APDN,10.87,-2.07207207,-0.23,Strong Buy,1772234,81214878.89999999,,-3.4254,61,Commercial Services
CACC,374.74,-2.99751501,-11.58,Strong Buy,690864,6613936156,16.82886242,22.992,2016,Finance
STAA,103.85,-0.59347181,-0.62,Strong Buy,1733845,4788502730,556.57964838,0.1987,550,Health Technology
AKR,15.4,-0.38809832,-0.06,Strong Buy,542179,1333700000,58.07663411,0.2662,118,Finance
BAB,33.73,0.26753864,0.09,Strong Buy,339706,,,,,Miscellaneous
MBOT,9.33,3.09392265,0.28,Strong Buy,337931,66318852.9,,-1.3458,11,Health Technology
BLNK,56.17,-7.49341238,-4.55,Strong Buy,13251576,2337233700,,-0.4521,67,Consumer Services
SVVC,5.89,-2.80528053,-0.17,Strong Buy,82182,40599770,,-7.6425,,Finance
PSA,228.05,0.09216994,0.21,Strong Buy,821953,39831400000,35.09820535,6.4971,5900,Finance
PMD,7.06,-5.10752688,-0.38,Strong Buy,99782,39017019.4,,-0.6964,204,Health Services
UBP,12.73,-0.07849294,-0.01,Strong Buy,3082,513442000,58.12043796,0.2222,57,Finance
HOG,41.64,0.87209302,0.36,Strong Buy,2885139,6382537560,57.36520289,0.7257,5000,Consumer Durables
QVAL,31.0596,0.61418853,0.1896,Strong Buy,16391,,,,,Miscellaneous
MFIN,6,-7.97546012,-0.52,Strong Buy,270155,148884600,,-1.7069,191,Finance
WVVI,6.89,-0.8347726,-0.058,Strong Buy,21033,34205611.7,16.03878116,0.4332,206,Consumer Non-Durables
SHYD,25.28,0.11881188,0.03,Strong Buy,60559,,,,,Miscellaneous
HBI,16.04,2.68886044,0.42,Strong Buy,7823214,5587116960,12.6252829,1.2393,63000,Consumer Non-Durables
FCAC,11.24,3.88170055,0.42,Strong Buy,3082359,,,,,Finance
ID,7.69,1.18421053,0.09,Strong Buy,138745,286867959.94,,-0.1808,,Finance
GDXD,26.17,12.26074349,2.8582,Strong Buy,8326,,,,,Miscellaneous
GTH,21.66,1.69014085,0.36,Strong Buy,779523,1882110000,,-4.9937,,Health Services
PSACU,15.61,-0.88888889,-0.14,Strong Buy,95927,464885000,,,,Finance
MSVX,25.1154,4.73608928,1.1357,Strong Buy,2568,,,,,Miscellaneous
NBAC,19.55,-10.19751952,-2.22,Strong Buy,631141,145843000,,-0.1522,,Finance
MCAC,12.85,-1.75840979,-0.23,Strong Buy,456166,96920996.5,,-0.0205,,Finance
ROOT,21.94,0.50389372,0.11,Strong Buy,3901533,5502519923.72,,,,Finance
OLMA,46.06,-5.47917094,-2.67,Strong Buy,80817,1774217382,,,10,Health Technology
PAICU,10.95,-0.63520871,-0.07,Strong Buy,1500,104845000,,,,Finance
YQ,16.82,-9.375,-1.74,Strong Buy,2052631,3020020000,,-3.4802,1953,Technology Services
VGAC,13.55,-0.73260073,-0.1,Strong Buy,9867625,,,,,Finance
GWAC,10.31,-0.57859209,-0.06,Strong Buy,199457,,,,,Finance
HVT,34.26,1.12160567,0.38,Strong Buy,164130,621341484.12,16.75237342,2.1381,3425,Retail Trade
TELL,2.96,-15.90909091,-0.56,Strong Buy,30275182,978173440,,-0.982,176,Energy Minerals
LII,293.39,0.94618772,2.75,Strong Buy,348423,11233727066,31.31896552,9.3458,11200,Producer Manufacturing
ISUN,23.16,-11.50171953,-3.01,Strong Buy,1276486,123046069.2,,-0.2845,50,Industrial Services
DHI,74.66,-4.02365343,-3.13,Strong Buy,3849367,27149959680,10.50776026,7.503,9716,Consumer Durables
IIIN,26.4,-2.2945966,-0.62,Strong Buy,101390,509889600,19.70967977,1.3786,881,Producer Manufacturing
TLND,43.06,-2.97431275,-1.32,Strong Buy,239814,1376550000,,-2.3058,1219,Technology Services
AYRO,7.24,-8.35443038,-0.66,Strong Buy,8431138,195640004,,,6,Producer Manufacturing
MYO,11.13,-10.02425222,-1.24,Strong Buy,269649,50995322.7,,-9.1485,50,Distribution Services
DGX,125.12,-0.69053099,-0.87,Strong Buy,2268015,16861921920,15.61098307,8.1851,47000,Health Services
ENLV,11.55,-6.02115541,-0.74,Strong Buy,79188,155506890,,-0.7312,,Health Technology
DISCK,33.47,-5.4519774,-1.93,Strong Buy,24749830,16974323218.599998,17.25314358,2.4397,9200,Consumer Services
SPIP,31.19,0,0,Strong Buy,695346,,,,,Miscellaneous
VNO,39.63,1.20020429,0.47,Strong Buy,2736764,7489780000,140.00715052,0.2809,4008,Finance
PPSI,7.84,-13.75137514,-1.25,Strong Buy,1168233,68412232,,-1.0055,95,Producer Manufacturing
LAZR,35.24,-2.97356828,-1.08,Strong Buy,15043886,1762000000,973.72654155,0.0373,,Producer Manufacturing
UITB,54.4056,-0.03564538,-0.0194,Strong Buy,11628,,,,,Miscellaneous
BZH,18.51,-2.83464567,-0.54,Strong Buy,364539,578507838,10.90940328,1.7607,1063,Consumer Durables
SSNT,5.34,-6.15114236,-0.35,Strong Buy,132682,24036781.8,,-0.2964,157,Technology Services
FUTU,96.26,-6.7248062,-6.94,Strong Buy,9744350,6941140000,123.51885099,0.8452,847,Technology Services
CAPR,5.74,-9.60629921,-0.61,Strong Buy,1614524,117368650,,-1.0695,16,Health Technology
EGP,139,-3.2976207,-4.74,Strong Buy,234158,5685910000,46.3707336,3.108,75,Finance
DRE,40.11,-1.78746327,-0.73,Strong Buy,2794492,15190500000,69.84778519,0.5856,400,Finance
F,10.79,-3.5746202,-0.4,Strong Buy,82863034,42927282100.04,,-0.0328,190000,Consumer Durables
BWEN,10.12,-12.38095238,-1.43,Strong Buy,1253845,171408512,,-0.0657,521,Producer Manufacturing
SWTX,80.68,-3.87227451,-3.25,Strong Buy,343455,3934537696.000001,,-1.7312,56,Health Technology
CPAC,8.146,1.19254658,0.096,Strong Buy,1701,682428000,60.48084147,0.1331,,Non-Energy Minerals
SEEL,2.21,-8.10810811,-0.195,Strong Buy,6294923,117793000,,-0.7075,6,Health Technology
PFIE,1.095,-2.23214286,-0.025,Strong Buy,91321,52515762,,-0.0795,117,Producer Manufacturing
MDC,53.74,-0.20427112,-0.11,Strong Buy,568751,3485963328,11.24287534,4.9343,1656,Consumer Durables
HROW,8.71,0,0,Strong Buy,470468,224247660.00000003,,-0.0708,133,Health Technology
RFIL,5.68,-2.5728988,-0.15,Strong Buy,68182,55938060,,-0.0083,271,Electronic Technology
CMLF,12.46,-4.00616333,-0.52,Strong Buy,966876,689583125,,,,Finance
EOLS,6.47,0,0,Strong Buy,891895,218357324,,-2.0234,235,Health Technology
REFR,4.29,-10.81081081,-0.52,Strong Buy,522552,135460182,,-0.0866,8,Electronic Technology
EPRT,21.05,-2.81625115,-0.61,Strong Buy,1065226,2267200000,37.98667134,0.5734,27,Finance
DCOM,17.93,-4.32230523,-0.81,Strong Buy,239783,592548847,15.43657331,1.2218,421,Finance
BIZD,14.3,-0.69444444,-0.1,Strong Buy,121857,,,,,Miscellaneous
CSIQ,58.9,-2.58021833,-1.56,Strong Buy,1935726,3496993130,17.50586328,3.4899,13478,Producer Manufacturing
TCS,13.22,2.16383308,0.28,Strong Buy,1086127,668338422,34.16952733,0.3811,5100,Retail Trade
USWS,0.8921,-12.53921569,-0.1279,Strong Buy,11835243,64022805.44,,-4.3919,871,Finance
NTES,119.09,-2.32920528,-2.84,Strong Buy,2043521,84256600000,41.79836139,2.9171,20797,Technology Services
AG,13.89,-2.79916025,-0.4,Strong Buy,9501983,3072995820,,-0.25131948,5015,Non-Energy Minerals
SBIO,56.94,-1.28122887,-0.739,Strong Buy,37167,,,,,Miscellaneous
BHTG,1.7,-15.84158416,-0.32,Strong Buy,1674487,39701970,,-0.6261,39,Producer Manufacturing
GNPX,4.26,-6.7833698,-0.31,Strong Buy,1659248,183408762,,-0.5311,8,Health Technology
DHX,2.45,-6.48854962,-0.17,Strong Buy,125385,128471385.00000001,,-0.5927,559,Technology Services
TPH,20.71,-1.14558473,-0.24,Strong Buy,1725873,2626545750,9.86207221,2.1349,1386,Consumer Durables
HOMB,21.95,0.59578368,0.13,Strong Buy,956387,3623835250,16.80529883,1.2984,,Finance
BHAT,1.26,-3.07692308,-0.04,Strong Buy,1231507,46011672,,,,Consumer Durables
AMCX,48.27,-19.32141066,-11.56,Strong Buy,8069792,1990616570.16,23.74489026,2.5476,2114,Consumer Services
UPWK,42.98,-4.9745744,-2.25,Strong Buy,2359023,5246740520,,-0.254,570,Technology Services
DALI,23.2813,-0.29421842,-0.0687,Strong Buy,20029,,,,,Miscellaneous
ETTX,3.25,-7.93201133,-0.28,Strong Buy,477854,115295050,,-3.3656,47,Health Technology
SSY,1.5,-6.83229814,-0.11,Strong Buy,145265,10348980,,-0.1764,,Health Services
IZEA,5.18,-20.30769231,-1.32,Strong Buy,9823049,282447788,,-0.3212,122,Technology Services
TIPZ,65.65,0.01523461,0.01,Strong Buy,36762,,,,,Miscellaneous
JHMS,32.3613,-1.0418323,-0.3407,Strong Buy,492,,,,,Miscellaneous
EQ,5.9,-7.52351097,-0.48,Strong Buy,546941,145892250,,-1.5553,16,Health Technology
GSUM,1.79,-0.55555556,-0.01,Strong Buy,137461,54137600,,,929,Technology Services
SESN,1.72,-9.47368421,-0.18,Strong Buy,6851030,222464800,,-0.3704,25,Health Technology
DIN,74.24,0.99306217,0.73,Strong Buy,403919,1218924288,,-4.5027,3560,Consumer Services
BGFV,12.61,0.31821798,0.04,Strong Buy,791103,276243487,7.72540102,1.6552,8800,Retail Trade
ABC,106.84,-1.83755972,-2,Strong Buy,1014008,21869400120,,-16.7364,22000,Distribution Services
CHCI,3.49,-6.43431635,-0.24,Strong Buy,45252,28212566.70000001,9.21898171,0.4127,109,Consumer Durables
LYTS,9.85,-5.1973051,-0.54,Strong Buy,262864,259601675,37.04099822,0.2861,1072,Producer Manufacturing
OCX,4.44,-12.94117647,-0.66,Strong Buy,2387458,349258392.00000006,,-0.511,33,Health Technology
SWIR,20,2.56410256,0.5,Strong Buy,711790,729994000,,-1.70181546,1280,Electronic Technology
HAACU,12.54,0.32,0.04,Strong Buy,933438,692188000,,,,Finance
SUNW,19.74,-11.51949798,-2.57,Strong Buy,7633568,328256460,,-1.4578,178,Producer Manufacturing
TPVG,13.58,-0.29368576,-0.04,Strong Buy,189570,418640166,11.21449156,1.2145,,Finance
WHF,13.66,-1.1577424,-0.16,Strong Buy,70262,280658360,8.80423011,1.5697,,Finance
VNDA,14.39,-0.69013112,-0.1,Strong Buy,380045,787013563,41.22332859,0.3567,284,Health Technology
PHM,47.25,-0.7978165,-0.38,Strong Buy,5520203,12667441500,9.94404777,4.8027,5245,Consumer Durables
YRCW,5.31,0,0,Strong Buy,1007731,282921579,,-1.4631,29000,Transportation
HOMZ,34.19,-1.29907621,-0.45,Strong Buy,26170,,,,,Miscellaneous
ARR,11.28,-2.33766234,-0.27,Strong Buy,1186690,747634000,,-3.53,23,Finance
DX,18.45,-0.80645161,-0.15,Strong Buy,422840,430490000,2.46080572,7.5585,20,Finance
TGNA,15.55,-3.2960199,-0.53,Strong Buy,1715745,3409213100,10.93431253,1.4747,6883,Consumer Services
NVFY,3.04,-9.25373134,-0.31,Strong Buy,421051,16891912,,,32,Consumer Durables
SYNC,1.704,-5.33333333,-0.096,Strong Buy,573860,67554057.6,,-0.3083,257,Technology Services
CETX,1.755,-10.45918367,-0.205,Strong Buy,1885715,31534191,,-1.4592,294,Electronic Technology
STLG,32.77,-1.67544797,-0.5584,Strong Buy,1762,,,,,Miscellaneous
ESQ,23.54,-5.84,-1.46,Strong Buy,64485,183458519.2,15.10756587,1.6985,,Finance
NURO,4.4,-11.64658635,-0.58,Strong Buy,660187,16652504,,-1.6342,23,Health Technology
REXR,49.67,-2.49312917,-1.27,Strong Buy,739266,6648940000,88.40680319,0.5779,123,Finance
BDGE,27.69,-4.74716202,-1.38,Strong Buy,474660,547146093,12.27100042,2.3737,496,Finance
RWLK,2.27,-5.41666667,-0.13,Strong Buy,3376169,43532698,,-1.254,50,Health Technology
AVYA,22.96,-1.24731183,-0.29,Strong Buy,2670626,1926169504,,-7.25,8266,Electronic Technology
SRRK,56.84,-3.34977045,-1.97,Strong Buy,270798,1912029392,,-2.4072,93,Health Technology
EVGN,6.35,-9.28571429,-0.65,Strong Buy,2143380,231720390,,-0.8344882,143,Health Technology
AEHR,2.5,-10.71428571,-0.3,Strong Buy,376711,58275750,,-0.1939,71,Electronic Technology
HUSA,2.09,-10.30042918,-0.24,Strong Buy,1071746,14583434.8,,-0.5285,2,Energy Minerals
TFLO,50.29,0,0,Strong Buy,54619,,,,,Miscellaneous
JNCE,11.4,-3.79746835,-0.45,Strong Buy,346400,454307100,,-3.0087,130,Health Technology
BGI,1.3,-12.16216216,-0.18,Strong Buy,1260071,23362131,,-0.458,291,Retail Trade
MCB,39.85,-5.81422831,-2.46,Strong Buy,34074,330566509.5,9.0735578,4.7697,,Finance
CAPL,18.33,-0.70422535,-0.13,Strong Buy,72663,678633422.9999999,6.55469943,2.8165,,Distribution Services
RELX,25.46,-1.62287481,-0.42,Strong Buy,718113,49843800000,31.35829395,0.8305,33200,Commercial Services
LSI,82.060041,-1.55162763,-1.293334,Strong Buy,596059,6185810000,38.53004622,,1943,Finance
STRM,1.7,-5.55555556,-0.1,Strong Buy,58993,53827440,,-0.0281,80,Technology Services
SCI,51.74,-3.68577811,-1.98,Strong Buy,1257718,9014918900,21.12133365,2.5772,24594,Consumer Services
MBII,1.54,-4.9382716,-0.08,Strong Buy,724875,257916120,,-0.1842,133,Process Industries
ACBI,18.14,-5.66822673,-1.09,Strong Buy,105814,376938316,18.08860879,1.0653,,Finance
ENZL,68.85,-1.82518181,-1.28,Strong Buy,76030,,,,,Miscellaneous
ACRX,2.28,-5,-0.12,Strong Buy,12184435,258349079.99999997,,-0.5636,99,Health Technology
CCON,64.5998,-0.2809431,-0.182,Strong Buy,5265,,,,,Miscellaneous
QH,7.9,-8.98617512,-0.78,Strong Buy,182863,400130000,,,551,Technology Services
MRSK,28.1305,-0.65159809,-0.1845,Strong Buy,4879,,,,,Miscellaneous
CCIV.U,22.57,-14.11719939,-3.71,Strong Buy,646446,6799950000,,,,Finance
PHGE.U,8.15,0,0,Strong Buy,200,189464000,,,86,Health Technology
CMCM,2.21,0.91324201,0.02,Strong Buy,1412335,95283400,,-0.4951,2209,Technology Services
CCNC,2.13,0.47169811,0.01,Strong Buy,203132,62144880,,,,Miscellaneous
EGPT,26.7748,-1.05212587,-0.2847,Strong Buy,4260,,,,,Miscellaneous
LTPZ,87.45,-0.18262755,-0.16,Strong Buy,88240,,,,,Miscellaneous
LPCN,1.93,-2.52525253,-0.05,Strong Buy,18133542,135170059,,-0.4368,12,Health Technology
UONEK,1.78,11.25,0.18,Strong Buy,3407626,84991758.62,,-0.9494,1441,Consumer Services
NTGR,45.23,11.8170581,4.78,Strong Buy,1450430,1369659383,46.24971416,0.8971,809,Technology Services
HFBL,30.91,5.71677754,1.6715,Strong Buy,1156,52036057.7,13.26670902,2.3228,62,Finance
PBTS,2.94,5.75539568,0.16,Strong Buy,122810,27046647.6,,-0.8999,248,Technology Services
NWS,19.02,1.44,0.27,Strong Buy,1781134,11232926700,,-1.7127,23500,Consumer Services
FLXN,12.37,0.08090615,0.01,Strong Buy,1157592,610027787,,-3.0948,288,Health Technology
EWSC,73.0034,0.83342541,0.6034,Strong Buy,1628,,,,,Miscellaneous
OMC,66.57,1.52508769,1,Strong Buy,3680505,14310752609.999998,14.84088543,4.4354,70000,Commercial Services
BTU,4.67,26.21621622,0.97,Strong Buy,12742530,456726000,,-20.7724,6600,Energy Minerals
MIK,16.49,3.84130982,0.61,Strong Buy,13452819,2434732010,10.65271349,1.5057,44000,Retail Trade
GPRO,9.7,7.06401766,0.64,Strong Buy,18858892,1462267094.5,,-0.0982,926,Consumer Durables
SOLY,11.22,0.99009901,0.11,Strong Buy,431312,237750678,,-0.7449,10,Health Technology
TTGT,74.83,2.05946536,1.51,Strong Buy,381419,2102625721,116.64015272,0.6414,649,Technology Services
MGI,6.83,3.7993921,0.25,Strong Buy,4084381,507656825,,-0.3521,2252,Commercial Services
WSO,260,4.69939194,11.67,Strong Buy,428995,9989322200,37.41882016,6.649,5800,Producer Manufacturing
GOOS,35.72,4.99706055,1.7,Strong Buy,3471097,3934439266.72,60,0.5746,1219,Consumer Non-Durables
RUBY,14.69,43.87855044,4.48,Strong Buy,1856567,1188772091,,-2.1383,223,Health Technology
KRUS,24.84,-0.48076923,-0.12,Strong Buy,56795,207951537.59999996,,-2.6949,1030,Consumer Services
CVR,24,3.13708638,0.73,Strong Buy,506,23184000,,-0.7325,217,Producer Manufacturing
GPRE,19.9,3.21576763,0.62,Strong Buy,1076549,709600170,,-2.8368,820,Process Industries
TDY,387.62,1.02689741,3.94,Strong Buy,397418,14323915670,36.14882371,,,Electronic Technology
KIM,17.27,0,0,Strong Buy,7310622,7469260000,8.57753055,2.0192,502,Finance
ILMN,432.08,2.74164784,11.53,Strong Buy,2228121,63083680000,97.55729795,4.3485,7700,Health Technology
WBIY,24.3961,-0.56005054,-0.1374,Strong Buy,15151,,,,,Miscellaneous
EFNL,47.7486,2.48679974,1.1586,Strong Buy,186331,,,,,Miscellaneous
SDC,14.99,2.9532967,0.43,Strong Buy,15404456,1702069530,,-0.8919,,Health Services
WRLD,164.61,31.48813803,39.42,Strong Buy,436911,1131351361.2,13.68346267,,3744,Finance
ESBK,12.28,0.90386196,0.11,Strong Buy,6125,42771240,11.18771833,1.0886,125,Finance
SLP,80.18,2.15314053,1.69,Strong Buy,310016,1600769646.0000002,153.87178985,0.5314,137,Technology Services
MCEF,20.39,0.17194792,0.035,Strong Buy,2308,,,,,Miscellaneous
WHLM,4.895,2.52811931,0.1207,Strong Buy,20542,25243515,,-1.9947,114,Commercial Services
CASA,8.65,4.46859903,0.37,Strong Buy,400386,722484330,,-0.286,997,Electronic Technology
BATRA,27.07,-0.368053,-0.1,Strong Buy,100306,1386641205.46,,-1.1733,,Consumer Services
IBMO,27.16,0.12903226,0.035,Strong Buy,7371,,,,,Miscellaneous
APT,15,9.48905109,1.3,Strong Buy,3421149,203667000,9.44827586,1.4955,115,Health Technology
SYLD,52.64,1.50404936,0.78,Strong Buy,23263,,,,,Miscellaneous
RALS,31.8157,2.19481954,0.6833,Strong Buy,820,,,,,Miscellaneous
MSGN,17.86,7.20288115,1.2,Strong Buy,1671505,1018893354,5.5361712,3.0246,700,Consumer Services
XELB,1.54,5.47945205,0.08,Strong Buy,837878,29615740,,-0.414,84,Consumer Non-Durables
LANC,179.4,0.07251632,0.13,Strong Buy,197540,4940191620,37.03696052,4.8471,3200,Consumer Non-Durables
RAD,28.15,19.07783418,4.51,Strong Buy,7937244,1554558415,,-7.4315,50000,Retail Trade
ULST,40.495,0.01234873,0.005,Strong Buy,52703,,,,,Miscellaneous
SMMU,51.52,0.05826374,0.03,Strong Buy,23661,,,,,Miscellaneous
BHR,5,-1.18577075,-0.06,Strong Buy,436994,185635000,,-2.1239,,Finance
NWSA,19.58,2.29885057,0.44,Strong Buy,5110183,11563654299.999998,,-1.7127,23500,Consumer Services
JAKK,7.84,4.25531915,0.32,Strong Buy,656611,38791692.8,,-10.2514,477,Consumer Durables
PDCO,34.3,3.31325301,1.1,Strong Buy,3169510,3310087199.9999995,,-5.3739,7800,Distribution Services
EMTL,51.15,0.06945192,0.0355,Strong Buy,6961,,,,,Miscellaneous
MGYR,11.3338,3.59963437,0.3938,Strong Buy,2942,65857878.35,21.38389367,0.5116,104,Finance
FLMB,27.565,0.36409976,0.1,Strong Buy,350082,,,,,Miscellaneous
MUB,117.64,0.08507742,0.1,Strong Buy,1236960,,,,,Miscellaneous
MRNA,155.73,2.50115185,3.8,Strong Buy,20262915,61623918299.99999,,-1.622,830,Health Technology
